ID,Name,City,Country,IATA 3,Latitute,Longitude
342,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,59.41329956,24.83279991
343,Tartu Airport,Tartu,Estonia,TAY,58.30749893,26.69039917
344,Enontekio Airport,Enontekio,Finland,ENF,68.36260223,23.42429924
345,Halli Airport,Halli,Finland,KEV,61.856039,24.786686
346,Helsinki Malmi Airport,Helsinki,Finland,HEM,60.25460052,25.0428009
347,Helsinki Vantaa Airport,Helsinki,Finland,HEL,60.31719971,24.9633007
348,Hyvinkää Airfield,Hyvinkaa,Finland,HYV,60.65439987,24.8810997
349,Ivalo Airport,Ivalo,Finland,IVL,68.6072998,27.40530014
350,Joensuu Airport,Joensuu,Finland,JOE,62.66289902,29.60750008
351,Jyvaskyla Airport,Jyvaskyla,Finland,JYV,62.3995018,25.67830086
352,Kauhava Airport,Kauhava,Finland,KAU,63.127102,23.051399
353,Kemi-Tornio Airport,Kemi,Finland,KEM,65.77870178,24.58209991
354,Kajaani Airport,Kajaani,Finland,KAJ,64.28549957,27.69239998
355,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,63.72119904,23.14310074
356,Kuusamo Airport,Kuusamo,Finland,KAO,65.98760223,29.23940086
357,Kittilä Airport,Kittila,Finland,KTT,67.7009964,24.84679985
358,Kuopio Airport,Kuopio,Finland,KUO,63.00709915,27.79780006
359,Lappeenranta Airport,Lappeenranta,Finland,LPP,61.044601,28.144743
360,Mariehamn Airport,Mariehamn,Finland,MHQ,60.12220001,19.89819908
361,Mikkeli Airport,Mikkeli,Finland,MIK,61.6866,27.201799
362,Oulu Airport,Oulu,Finland,OUL,64.93009949,25.35460091
363,Pori Airport,Pori,Finland,POR,61.46170044,21.79999924
364,Rovaniemi Airport,Rovaniemi,Finland,RVN,66.56479645,25.83040047
365,Savonlinna Airport,Savonlinna,Finland,SVL,61.94309998,28.94510078
366,Sodankyla Airport,Sodankyla,Finland,SOT,67.39499664,26.61910057
367,Tampere-Pirkkala Airport,Tampere,Finland,TMP,61.41410065,23.60440063
368,Turku Airport,Turku,Finland,TKU,60.51409912,22.26280022
369,Utti Air Base,Utti,Finland,QVY,60.89640045,26.93840027
370,Vaasa Airport,Vaasa,Finland,VAA,63.05070114,21.7621994
371,Varkaus Airport,Varkaus,Finland,VRK,62.17110062,27.86860085
372,Belfast International Airport,Belfast,United Kingdom,BFS,54.65750122,-6.215829849
373,St Angelo Airport,Enniskillen,United Kingdom,ENK,54.39889908,-7.651669979
374,George Best Belfast City Airport,Belfast,United Kingdom,BHD,54.61809921,-5.872499943
375,City of Derry Airport,Londonderry,United Kingdom,LDY,55.0428009,-7.161109924
376,Birmingham International Airport,Birmingham,United Kingdom,BHX,52.45389938,-1.748029947
377,Coventry Airport,Coventry,United Kingdom,CVT,52.36970139,-1.479719996
378,Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,51.89419937,-2.167220116
379,Manchester Airport,Manchester,United Kingdom,MAN,53.35369873,-2.274950027
380,Newquay Cornwall Airport,Newquai,United Kingdom,NQY,50.44060135,-4.995409966
381,RAF Lyneham,Lyneham,United Kingdom,LYE,51.5051,-1.99343
382,RNAS Yeovilton,Yeovilton,United Kingdom,YEO,51.00939941,-2.638819933
383,Cardiff International Airport,Cardiff,United Kingdom,CWL,51.39670181,-3.343329906
384,Swansea Airport,Swansea,United Kingdom,SWS,51.6053009,-4.067830086
385,Bristol Airport,Bristol,United Kingdom,BRS,51.382702,-2.71909
386,Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,53.33359909,-2.849720001
387,London Luton Airport,London,United Kingdom,LTN,51.87469864,-0.368333012
388,Plymouth City Airport,Plymouth,United Kingdom,PLH,50.422798,-4.10583
389,Bournemouth Airport,Bournemouth,United Kingdom,BOH,50.77999878,-1.842499971
390,Southampton Airport,Southampton,United Kingdom,SOU,50.95029831,-1.35679996
391,Lasham Airport,Lasham,United Kingdom,QLA,51.18719864,-1.033499956
392,Alderney Airport,Alderney,Guernsey,ACI,49.70610046,-2.214720011
393,Guernsey Airport,Guernsey,Guernsey,GCI,49.43500137,-2.601969957
394,Jersey Airport,Jersey,Jersey,JER,49.207901,-2.195509911
395,Shoreham Airport,Shoreham By Sea,United Kingdom,ESH,50.83560181,-0.297221988
396,London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,51.3307991,0.032499999
397,London Gatwick Airport,London,United Kingdom,LGW,51.14810181,-0.190277994
398,London City Airport,London,United Kingdom,LCY,51.505299,0.055278
399,Farnborough Airport,Farnborough,United Kingdom,FAB,51.2757988,-0.776332974
400,Blackbushe Airport,Blackbushe,United Kingdom,BBS,51.32389832,-0.847500026
401,London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941
402,Southend Airport,Southend,United Kingdom,SEN,51.57139969,0.695555985
403,Lydd Airport,Lydd,United Kingdom,LYX,50.95610046,0.939167023
404,Kent International Airport,Manston,United Kingdom,MSE,51.342201,1.34611
405,Carlisle Airport,Carlisle,United Kingdom,CAX,54.9375,-2.809170008
406,Blackpool International Airport,Blackpool,United Kingdom,BLK,53.77170181,-3.028609991
407,Humberside Airport,Humberside,United Kingdom,HUY,53.57440186,-0.350832999
408,Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,54.1286111,-3.2675
409,Leeds Bradford Airport,Leeds,United Kingdom,LBA,53.86589813,-1.660570025
410,Hawarden Airport,Hawarden,United Kingdom,CEG,53.17810059,-2.977780104
411,Isle of Man Airport,Isle Of Man,Isle of Man,IOM,54.08330154,-4.623889923
412,Newcastle Airport,Newcastle,United Kingdom,NCL,55.03749847,-1.691669941
413,Durham Tees Valley Airport,Teesside,United Kingdom,MME,54.50920105,-1.429409981
414,East Midlands Airport,East Midlands,United Kingdom,EMA,52.83110046,-1.328060031
415,Kirkwall Airport,Kirkwall,United Kingdom,KOI,58.95780182,-2.904999971
416,Sumburgh Airport,Sumburgh,United Kingdom,LSI,59.87889862,-1.295560002
417,Wick Airport,Wick,United Kingdom,WIC,58.45890045,-3.093060017
418,Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,57.20190048,-2.197779894
419,Inverness Airport,Inverness,United Kingdom,INV,57.54249954,-4.047500134
420,Glasgow International Airport,Glasgow,United Kingdom,GLA,55.87189865,-4.433060169
421,Edinburgh Airport,Edinburgh,United Kingdom,EDI,55.95000076,-3.372499943
422,Islay Airport,Islay,United Kingdom,ILY,55.68190002,-6.256669998
423,Glasgow Prestwick Airport,Prestwick,United Kingdom,PIK,55.50939941,-4.586669922
424,Benbecula Airport,Benbecula,United Kingdom,BEB,57.48109818,-7.362780094
425,Scatsta Airport,Scatsta,United Kingdom,SCS,60.43280029,-1.296110034
426,Dundee Airport,Dundee,United Kingdom,DND,56.45249939,-3.02583003
427,Stornoway Airport,Stornoway,United Kingdom,SYY,58.21559906,-6.331110001
428,Tiree Airport,Tiree,United Kingdom,TRE,56.49919891,-6.869170189
429,RAF Leuchars,Leuchars,United Kingdom,ADX,56.3728981,-2.868439913
430,RAF Lossiemouth,Lossiemouth,United Kingdom,LMO,57.7052002,-3.339169979
431,Cambridge Airport,Cambridge,United Kingdom,CBG,52.20500183,0.174999997
432,Norwich International Airport,Norwich,United Kingdom,NWI,52.67580032,1.282780051
433,London Stansted Airport,London,United Kingdom,STN,51.88499832,0.234999999
434,Exeter International Airport,Exeter,United Kingdom,EXT,50.7344017,-3.413889885
435,Bristol Filton Airport,Bristol,United Kingdom,FZO,51.51940155,-2.590830088
436,Oxford (Kidlington) Airport,Oxford,United Kingdom,OXF,51.8368988,-1.320000052
437,RAF Mildenhall,Mildenhall,United Kingdom,MHZ,52.36190033,0.486405999
438,RAF Fairford,Fairford,United Kingdom,FFD,51.68220139,-1.790030003
439,RAF Brize Norton,Brize Norton,United Kingdom,BZZ,51.75,-1.58362
440,RAF Odiham,Odiham,United Kingdom,ODH,51.23410034,-0.942825019
441,RAF Northolt,Northolt,United Kingdom,NHT,51.5530014,-0.418166995
442,RAF Coningsby,Coningsby,United Kingdom,QCY,53.0929985,-0.166014001
443,RAF Honington,Honington,United Kingdom,BEQ,52.34260178,0.772939026
444,RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom,HRT,54.0489006,-1.252750039
445,RAF Waddington,Waddington,United Kingdom,WTN,53.16619873,-0.523810983
446,RAF Marham,Marham,United Kingdom,KNF,52.648395,0.550692
447,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,MPN,-51.82279968,-58.44720078
448,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,52.30860138,4.76388979
449,Maastricht Aachen Airport,Maastricht,Netherlands,MST,50.9117012,5.770140171
450,Eindhoven Airport,Eindhoven,Netherlands,EIN,51.45009995,5.374529839
451,Eelde Airport,Groningen,Netherlands,GRQ,53.11970139,6.579440117
452,De Kooy Airport,De Kooy,Netherlands,DHR,52.92340088,4.780620098
453,Lelystad Airport,Lelystad,Netherlands,LEY,52.46030045,5.527219772
454,Leeuwarden Air Base,Leeuwarden,Netherlands,LWR,53.22859955,5.760560036
455,Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,51.956902,4.43722
456,Soesterberg Air Base,Soesterberg,Netherlands,UTC,52.12730026,5.276189804
457,Twente Airfield,Enschede,Netherlands,ENS,52.2758333,6.8891667
458,Valkenburg Naval Air Base,Valkenburg,Netherlands,LID,52.16609955,4.41794014
459,Woensdrecht Air Base,Woensdrecht,Netherlands,WOE,51.4491,4.34203
460,Cork Airport,Cork,Ireland,ORK,51.84130096,-8.491109848
461,Galway Airport,Galway,Ireland,GWY,53.30020142,-8.941590309
462,Dublin Airport,Dublin,Ireland,DUB,53.42129898,-6.270070076
463,Ireland West Knock Airport,Connaught,Ireland,NOC,53.91030121,-8.818490028
464,Kerry Airport,Kerry,Ireland,KIR,52.18090057,-9.523779869
465,Shannon Airport,Shannon,Ireland,SNN,52.70199966,-8.924819946
466,Sligo Airport,Sligo,Ireland,SXL,54.28020096,-8.599209785
467,Waterford Airport,Waterford,Ireland,WAT,52.18719864,-7.086959839
468,Aarhus Airport,Aarhus,Denmark,AAR,56.29999924,10.61900043
469,Billund Airport,Billund,Denmark,BLL,55.74029922,9.151780128
470,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,55.61790085,12.65600014
471,Esbjerg Airport,Esbjerg,Denmark,EBJ,55.52590179,8.55340004
472,Karup Airport,Karup,Denmark,KRP,56.29750061,9.124629974
473,Odense Airport,Odense,Denmark,ODE,55.47669983,10.33090019
474,Copenhagen Roskilde Airport,Copenhagen,Denmark,RKE,55.58560181,12.13140011
475,Bornholm Airport,Ronne,Denmark,RNN,55.06330109,14.75959969
476,Sønderborg Airport,Soenderborg,Denmark,SGD,54.96440125,9.791729927
477,Skrydstrup Air Base,Skrydstrup,Denmark,SKS,55.221048,9.26702
478,Thisted Airport,Thisted,Denmark,TED,57.06880188,8.705220222
479,Vagar Airport,Vagar,Faroe Islands,FAE,62.06359863,-7.277219772
480,Stauning Airport,Stauning,Denmark,STA,55.99010086,8.353910446
481,Aalborg Airport,Aalborg,Denmark,AAL,57.09275891,9.849243164
482,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,49.6233333,6.2044444
483,Ålesund Airport,Alesund,Norway,AES,62.5625,6.119699955
484,Andøya Airport,Andoya,Norway,ANX,69.29250336,16.14419937
485,Alta Airport,Alta,Norway,ALF,69.97609711,23.37170029
486,Brønnøysund Airport,Bronnoysund,Norway,BNN,65.46109772,12.21749973
487,Bodø Airport,Bodo,Norway,BOO,67.26920319,14.36530018
488,Bergen Airport Flesland,Bergen,Norway,BGO,60.29339981,5.218140125
489,Båtsfjord Airport,Batsfjord,Norway,BJF,70.60050201,29.69140053
490,Kristiansand Airport,Kristiansand,Norway,KRS,58.20420074,8.085370064
491,Bardufoss Airport,Bardufoss,Norway,BDU,69.05580139,18.54039955
492,Harstad/Narvik Airport|Evenes,Harstad/Narvik,Norway,EVE,68.49130249,16.67810059
493,Leirin Airport,Fagernes,Norway,VDB,61.0155983,9.288060188
494,Florø Airport,Floro,Norway,FRO,61.58359909,5.024720192
495,Oslo Gardermoen Airport,Oslo,Norway,OSL,60.19390106,11.10039997
496,Haugesund Airport,Haugesund,Norway,HAU,59.34529877,5.208360195
497,Hasvik Airport,Hasvik,Norway,HAA,70.48670197,22.13969994
498,Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,63.11180115,7.824520111
499,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,KKN,69.72579956,29.8913002
500,Lista Airport,Farsund,Norway,FAN,58.09949875,6.626049995
501,Molde Airport,Molde,Norway,MOL,62.74470139,7.262499809
502,Mosjøen Airport (Kjærstad),Mosjoen,Norway,MJF,65.78399658,13.21490002
503,Banak Airport,Lakselv,Norway,LKL,70.06880188,24.9734993
504,Notodden Airport,Notodden,Norway,NTB,59.565701,9.21222
505,Ørland Airport,Orland,Norway,OLA,63.69889832,9.604000092
506,Røros Airport,Roros,Norway,RRS,62.57839966,11.34230042
507,Moss-Rygge Airport,Rygge,Norway,RYG,59.378817,10.785439
508,Svalbard Airport|Longyear,Svalbard,Norway,LYR,78.24610138,15.46560001
509,Skien Airport,Skien,Norway,SKE,59.18500137,9.566940308
510,Stord Airport,Stord,Norway,SRP,59.79190063,5.340849876
511,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,SSJ,65.95680237,12.46889973
512,Tromsø Airport,Tromso,Norway,TOS,69.6832962,18.91889954
513,Sandefjord Airport|Torp,Sandefjord,Norway,TRF,59.18669891,10.25860024
514,Trondheim Airport Værnes,Trondheim,Norway,TRD,63.4578018,10.9239998
515,Stavanger Airport Sola,Stavanger,Norway,SVG,58.87670135,5.63778019
516,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,54.37760162,18.46619987
517,John Paul II International Airport Kraków-Balice Airport,Krakow,Poland,KRK,50.07770157,19.78479958
518,Katowice International Airport,Katowice,Poland,KTW,50.4743,19.08
519,Poznań-Ławica Airport,Poznan,Poland,POZ,52.42100143,16.82629967
520,Rzeszów-Jasionka Airport,Rzeszow,Poland,RZE,50.11000061,22.0189991
521,"Szczecin-Goleniów \Solidarność\"" Airport""",Szczecin,Poland,SZZ,53.58470154,14.90219975
522,Redzikowo Air Base,Slupsk,Poland,OSP,54.47890091,17.10750008
523,Warsaw Chopin Airport,Warsaw,Poland,WAW,52.16569901,20.96710014
524,Copernicus Wrocław Airport,Wroclaw,Poland,WRO,51.10269928,16.88579941
525,Zielona Góra-Babimost Airport,Zielona Gora,Poland,IEG,52.13850021,15.7986002
526,Ronneby Airport,Ronneby,Sweden,RNB,56.26670074,15.26500034
527,Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,57.66279984,12.27980042
528,Jönköping Airport,Joenkoeping,Sweden,JKG,57.75759888,14.06869984
529,Lidköping-Hovby Airport,Lidkoping,Sweden,LDK,58.46549988,13.17440033
530,Gothenburg City Airport,Gothenborg,Sweden,GSE,57.77470016,11.87040043
531,Skövde Airport,Skovde,Sweden,KVB,58.45640182,13.97270012
532,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,THN,58.31809998,12.34500027
533,Karlskoga Airport,Karlskoga,Sweden,KSK,59.34590149,14.49590015
534,Mora Airport,Mora,Sweden,MXX,60.957901,14.51140022
535,Stockholm Skavsta Airport,Stockholm,Sweden,NYO,58.78860092,16.91220093
536,Kristianstad Airport,Kristianstad,Sweden,KID,55.92169952,14.08549976
537,Landskrona Airport,Landskrona,Sweden,JLD,55.94599915,12.86999989
538,Oskarshamn Airport,Oskarshamn,Sweden,OSK,57.3504982,16.49799919
539,Kalmar Airport,Kalkmar,Sweden,KLR,56.6855011,16.28759956
540,Malmö Sturup Airport,Malmoe,Sweden,MMX,55.53630536,13.37619781
541,Halmstad Airport,Halmstad,Sweden,HAD,56.69110107,12.82019997
542,Växjö Kronoberg Airport,Vaxjo,Sweden,VXO,56.92910004,14.72799969
543,Sveg Airport,Sveg,Sweden,EVG,62.04779816,14.4229002
544,Gällivare Airport,Gallivare,Sweden,GEV,67.13240051,20.81459999
545,Hudiksvall Airport,Hudiksvall,Sweden,HUV,61.76810074,17.08069992
546,Kramfors Sollefteå Airport,Kramfors,Sweden,KRF,63.04859924,17.76889992
547,Lycksele Airport,Lycksele,Sweden,LYC,64.5483017,18.71619987
548,Sundsvall-Härnösand Airport,Sundsvall,Sweden,SDL,62.52809906,17.44389915
549,Örnsköldsvik Airport,Ornskoldsvik,Sweden,OER,63.40829849,18.98999977
550,Kiruna Airport,Kiruna,Sweden,KRN,67.8219986,20.33679962
551,Skellefteå Airport,Skelleftea,Sweden,SFT,64.62480164,21.07690048
552,Umeå Airport,Umea,Sweden,UME,63.79180145,20.28280067
553,Vilhelmina Airport,Vilhelmina,Sweden,VHM,64.57910156,16.83359909
554,Arvidsjaur Airport,Arvidsjaur,Sweden,AJR,65.59030151,19.28190041
555,Örebro Airport,Orebro,Sweden,ORB,59.22370148,15.03800011
556,Stockholm Västerås Airport,Vasteras,Sweden,VST,59.58940125,16.63360023
557,Luleå Airport,Lulea,Sweden,LLA,65.54380035,22.12199974
558,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,59.65190125,17.91860008
559,Stockholm-Bromma Airport,Stockholm,Sweden,BMA,59.35440063,17.94169998
560,Borlange Airport,Borlange,Sweden,BLE,60.42200089,15.51519966
561,Hultsfred Airport,Hultsfred,Sweden,HLF,57.5257988,15.82330036
562,Gävle Sandviken Airport,Gavle,Sweden,GVX,60.59329987,16.95140076
563,Linköping City Airport,Linkoeping,Sweden,LPI,58.40620041,15.68050003
564,Norrköping Airport,Norrkoeping,Sweden,NRK,58.5862999,16.25060081
565,Visby Airport,Visby,Sweden,VBY,57.66279984,18.34620094
566,Spangdahlem Air Base,Spangdahlem,Germany,SPM,49.97269821,6.692500114
567,Ramstein Air Base,Ramstein,Germany,RMS,49.43690109,7.600279808
568,[Duplicate] Giebelstadt Army Air Field,Giebelstadt,Germany,GHF,49.64810181,9.966489792
569,Celle Airport,Celle,Germany,ZCN,52.59120178,10.02210045
570,Hanau Army Air Field,Hanau,Germany,ZNF,50.169201,8.96159
571,Geilenkirchen Air Base,Geilenkirchen,Germany,GKE,50.9608,6.04242
572,Rostock-Laage Airport,Laage,Germany,RLG,53.91820145,12.27830029
573,Fürstenfeldbruck Airport,Fuerstenfeldbruck,Germany,FEL,48.20555496,11.26694393
574,Ingolstadt Manching Airport,Ingolstadt,Germany,IGS,48.71569824,11.5340004
575,Gütersloh Air Base,Guetersloh,Germany,GUT,51.922798,8.30633
576,Alexander Bay Airport,Alexander Bay,South Africa,ALJ,-28.57500076,16.5333004
577,Aggeneys Airport,Aggeneys,South Africa,AGZ,-29.28179932,18.81389999
578,Bisho Airport,Bisho,South Africa,BIY,-32.89709854,27.27910042
579,Bram Fischer International Airport,Bloemfontein,South Africa,BFN,-29.09269905,26.30240059
580,Cape Town International Airport,Cape Town,South Africa,CPT,-33.96480179,18.60169983
581,King Shaka International Airport,Durban,South Africa,DUR,-29.61444444,31.11972222
582,Ben Schoeman Airport,East London,South Africa,ELS,-33.03559875,27.82589912
583,Grand Central Airport,Johannesburg,South Africa,GCJ,-25.98629951,28.14010048
584,George Airport,George,South Africa,GRJ,-34.00559998,22.37890053
585,Hoedspruit Air Force Base Airport,Hoedspruit,South Africa,HDS,-24.36860085,31.04870033
586,OR Tambo International Airport,Johannesburg,South Africa,JNB,-26.1392,28.246
587,Kimberley Airport,Kimberley,South Africa,KIM,-28.80279922,24.76519966
588,Johan Pienaar Airport,Kuruman,South Africa,KMH,-27.45669937,23.41139984
589,Kleinsee Airport,Kleinsee,South Africa,KLZ,-29.68840027,17.09399986
590,Lanseria Airport,Johannesburg,South Africa,HLA,-25.93849945,27.92609978
591,Ladysmith Airport,Ladysmith,South Africa,LAY,-28.58169937,29.74970055
592,Margate Airport,Margate,South Africa,MGH,-30.85740089,30.34300041
593,Morningside Farm Airport,Musina,South Africa,MEZ,-25.7045002,26.9090004
594,Newcastle Airport,Newcastle,South Africa,NCS,-27.77059937,29.9769001
595,Oudtshoorn Airport,Oudtshoorn,South Africa,DUH,-33.60699844,22.18899918
596,Port Elizabeth Airport,Port Elizabeth,South Africa,PLZ,-33.98490143,25.61730003
597,Hendrik Van Eck Airport,Phalaborwa,South Africa,PHW,-23.93720055,31.15539932
598,Pietermaritzburg Airport,Pietermaritzburg,South Africa,PZB,-29.64900017,30.39870071
599,Pilanesberg International Airport,Pilanesberg,South Africa,NTY,-25.33379936,27.17340088
600,Polokwane International Airport,Potgietersrus,South Africa,PTG,-23.845269,29.458615
601,Queenstown Airport,Queenstown,South Africa,UTW,-31.92020035,26.88220024
602,Richards Bay Airport,Richard's Bay,South Africa,RCB,-28.74099922,32.09209824
603,Robertson Airport,Robertson,South Africa,ROD,-33.81219864,19.90279961
604,Springbok Airport,Springbok,South Africa,SBU,-29.68930054,17.93959999
605,Sishen Airport,Sishen,South Africa,SIS,-27.64859962,22.9993
606,Skukuza Airport,Skukuza,South Africa,SZK,-24.96089935,31.58869934
607,Tzaneen Airport,Tzaneen,South Africa,LTA,-23.82439995,30.32929993
608,Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,ULD,-28.32060051,31.41650009
609,Pierre Van Ryneveld Airport,Upington,South Africa,UTN,-28.39909935,21.2602005
610,K. D. Matanzima Airport,Umtata,South Africa,UTT,-31.54636318,28.6733551
611,Vryburg Airport,Vryburg,South Africa,VRU,-26.98240089,24.72879982
612,Virginia Airport,Durban,South Africa,VIR,-29.77059937,31.0583992
613,Wonderboom Airport,Pretoria,South Africa,PRY,-25.6539,28.224199
614,Welkom Airport,Welkom,South Africa,WEL,-27.99682451,26.66333389
615,Francistown Airport,Francistown,Botswana,FRW,-21.1595993,27.47450066
616,Jwaneng Airport,Jwaneng,Botswana,JWA,-24.60230064,24.69099998
617,Kasane Airport,Kasane,Botswana,BBK,-17.83289909,25.16239929
618,Maun Airport,Maun,Botswana,MUB,-19.97260094,23.43110085
619,Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,-24.55520058,25.91819954
620,Selebi Phikwe Airport,Selebi-phikwe,Botswana,PKW,-22.0583,27.8288
621,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),BZV,-4.251699924,15.25300026
622,Owando Airport,Owando,Congo (Kinshasa),FTX,-0.531350017,15.95009995
