ID,Name,City,Country,IATA 3,Latitute,Longitude
1436,Nelson Airport,Nelson,New Zealand,NSN,-41.2983017,173.220993
1437,Invercargill Airport,Invercargill,New Zealand,IVC,-46.41239929,168.3130035
1438,Oamaru Airport,Oamaru,New Zealand,OAM,-44.97000122,171.0820007
1439,Palmerston North Airport,Palmerston North,New Zealand,PMR,-40.3205986,175.6170044
1440,Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,-40.90470123,174.9889984
1441,Queenstown International Airport,Queenstown International,New Zealand,ZQN,-45.02109909,168.7389984
1442,Rotorua Regional Airport,Rotorua,New Zealand,ROT,-38.10919952,176.3170013
1443,Tauranga Airport,Tauranga,New Zealand,TRG,-37.6719017,176.1959991
1444,Timaru Airport,Timaru,New Zealand,TIU,-44.30279922,171.2250061
1445,Woodbourne Airport,Woodbourne,New Zealand,BHE,-41.5182991,173.8699951
1446,Wanaka Airport,Wanaka,New Zealand,WKA,-44.72219849,169.2460022
1447,Whakatane Airport,Whakatane,New Zealand,WHK,-37.92060089,176.9140015
1448,Wellington International Airport,Wellington,New Zealand,WLG,-41.32720184,174.8049927
1449,Whangarei Airport,Whangarei,New Zealand,WRE,-35.7682991,174.3650055
1450,Westport Airport,Westport,New Zealand,WSZ,-41.73809814,171.5809937
1451,Wanganui Airport,Wanganui,New Zealand,WAG,-39.96220016,175.0249939
1452,Herat Airport,Herat,Afghanistan,HEA,34.20999908,62.22829819
1453,Jalalabad Airport,Jalalabad,Afghanistan,JAA,34.39979935,70.49859619
1454,Kabul International Airport,Kabul,Afghanistan,KBL,34.5658989,69.21230316
1455,Kandahar Airport,Kandahar,Afghanistan,KDH,31.50580025,65.84780121
1456,Maimana Airport,Maimama,Afghanistan,MMZ,35.93080139,64.7609024
1457,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,36.70690155,67.20970154
1458,Konduz Airport,Kunduz,Afghanistan,UND,36.6651001,68.91079712
1459,Bahrain International Airport,Bahrain,Bahrain,BAH,26.27079964,50.63359833
1460,Abha Regional Airport,Abha,Saudi Arabia,AHB,18.24040031,42.65660095
1461,Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,25.2852993,49.48519897
1462,Al Baha Airport,El-baha,Saudi Arabia,ABT,20.29610062,41.63430023
1463,Bisha Airport,Bisha,Saudi Arabia,BHH,19.9843998,42.6208992
1464,King Fahd International Airport,Dammam,Saudi Arabia,DMM,26.47120094,49.79790115
1465,King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,26.26539993,50.15200043
1466,Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,16.90110016,42.58580017
1467,Gassim Airport,Gassim,Saudi Arabia,ELQ,26.30279922,43.7743988
1468,Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,31.412413,37.278898
1469,Ha'il Airport,Hail,Saudi Arabia,HAS,27.437901,41.686298
1470,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,21.6796,39.156502
1471,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,HBT,27.9009,45.528198
1472,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,24.55340004,39.70510101
1473,Nejran Airport,Nejran,Saudi Arabia,EAM,17.6114006,44.4192009
1474,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,28.335199,46.125099
1475,Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,29.62639999,43.49060059
1476,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,24.95759964,46.69879913
1477,Arar Domestic Airport,Arar,Saudi Arabia,RAE,30.90660095,41.13819885
1478,Sharurah Airport,Sharurah,Saudi Arabia,SHW,17.46689987,47.12139893
1479,Sulayel Airport,Sulayel,Saudi Arabia,SLF,20.4647007,45.61959839
1480,Tabuk Airport,Tabuk,Saudi Arabia,TUU,28.3654,36.6189
1481,Ta’if Regional Airport,Taif,Saudi Arabia,TIF,21.483001,40.543442
1482,Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,31.692188,38.731544
1483,Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,26.19860077,36.47639847
1484,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,24.144199,38.0634
1485,Abadan Airport,Abadan,Iran,ABD,30.37109947,48.22829819
1486,Shahid Asyaee Airport,Masjed Soleiman,Iran,QMJ,32.00239944,49.270401
1487,Mahshahr Airport,Bandar Mahshahr,Iran,MRX,30.55620003,49.15190125
1488,Ahwaz Airport,Ahwaz,Iran,AWZ,31.33740044,48.76200104
1489,Bushehr Airport,Bushehr,Iran,BUZ,28.94479942,50.83459854
1490,Kish International Airport,Kish Island,Iran,KIH,26.52619934,53.98020172
1491,Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,26.53199959,54.82479858
1492,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,34.34590149,47.15810013
1493,Sanandaj Airport,Sanandaj,Iran,SDG,35.2458992,47.00920105
1494,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,32.75080109,51.86130142
1495,Sardar-e-Jangal Airport,Rasht,Iran,RAS,37.323333,49.617778
1496,Mehrabad International Airport,Teheran,Iran,THR,35.68920135,51.31340027
1497,Bandar Abbas International Airport,Bandar Abbas,Iran,BND,27.21829987,56.37779999
1498,Kerman Airport,Kerman,Iran,KER,30.27440071,56.9510994
1499,Birjand Airport,Birjand,Iran,XBJ,32.89810181,59.26610184
1500,Ramsar Airport,Ramsar,Iran,RZR,36.90990067,50.67959976
1501,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,29.53919983,52.58980179
1502,Tabriz International Airport,Tabriz,Iran,TBZ,38.13389969,46.23500061
1503,Shahid Sadooghi Airport,Yazd,Iran,AZD,31.9048996,54.2765007
1504,Zabol Airport,Zabol,Iran,ACZ,31.09830093,61.54389954
1505,Konarak Airport,Chah Bahar,Iran,ZBR,25.44330025,60.38209915
1506,Zahedan International Airport,Zahedan,Iran,ZAH,29.47570038,60.90620041
1507,Queen Alia International Airport,Amman,Jordan,AMM,31.72260094,35.99319839
1508,Amman-Marka International Airport,Amman,Jordan,ADJ,31.97270012,35.99160004
1509,Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,29.61160088,35.01810074
1510,King Hussein Air College,Mafraq,Jordan,OMF,32.3564,36.259201
1511,Kuwait International Airport,Kuwait,Kuwait,KWI,29.22660065,47.96889877
1512,Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,33.82089996,35.48839951
1513,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,24.43300056,54.65110016
1514,Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,24.42830086,54.45809937
1515,Dubai International Airport,Dubai,United Arab Emirates,DXB,25.25279999,55.36439896
1516,Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,25.11219978,56.32400131
1517,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,25.6135006,55.93880081
1518,Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,25.32859993,55.51720047
1519,Khasab Air Base,Khasab,Oman,KHS,26.17099953,56.24060059
1520,Masirah Air Base,Masirah,Oman,MSH,20.67539978,58.89049911
1521,Muscat International Airport,Muscat,Oman,MCT,23.59329987,58.28440094
1522,Salalah Airport,Salalah,Oman,SLL,17.0387001,54.09130096
1523,Thumrait Air Base,Thumrait,Oman,TTH,17.66600037,54.02460098
1524,Faisalabad International Airport,Faisalabad,Pakistan,LYP,31.36499977,72.99479675
1525,Gwadar International Airport,Gwadar,Pakistan,GWD,25.23329926,62.32949829
1526,Gilgit Airport,Gilgit,Pakistan,GIL,35.91880035,74.33360291
1527,Jinnah International Airport,Karachi,Pakistan,KHI,24.9065,67.160797
1528,Alama Iqbal International Airport,Lahore,Pakistan,LHE,31.52160072,74.4036026
1529,Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,34.3390007,73.50859833
1530,Moenjodaro Airport,Moenjodaro,Pakistan,MJD,27.33519936,68.14309692
1531,Multan International Airport,Multan,Pakistan,MUX,30.20319939,71.4190979
1532,Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,26.2194,68.390099
1533,Panjgur Airport,Panjgur,Pakistan,PJG,26.9545002,64.13249969
1534,Pasni Airport,Pasni,Pakistan,PSI,25.29050064,63.3451004
1535,Peshawar International Airport,Peshawar,Pakistan,PEW,33.9939003,71.51460266
1536,Quetta International Airport,Quetta,Pakistan,UET,30.25139999,66.93779755
1537,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,28.38389969,70.27960205
1538,Benazir Bhutto International Airport,Islamabad,Pakistan,ISB,33.61669922,73.09919739
1539,Rawalakot Airport,Rawala Kot,Pakistan,RAZ,33.84970093,73.79810333
1540,Sukkur Airport,Sukkur,Pakistan,SKZ,27.72200012,68.79170227
1541,Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,34.81359863,72.35279846
1542,Sui Airport,Sui,Pakistan,SUL,28.64509964,69.17690277
1543,Talhar Airport,Talhar,Pakistan,BDN,24.84149933,68.83840179
1544,Zhob Airport,Zhob,Pakistan,PZH,31.35840034,69.46360016
1545,Basrah International Airport,Basrah,Iraq,BSR,30.54910088,47.66210175
1546,Aleppo International Airport,Aleppo,Syria,ALP,36.18069839,37.22439957
1547,Damascus International Airport,Damascus,Syria,DAM,33.41149902,36.5155983
1548,Deir ez-Zor Airport,Deire Zor,Syria,DEZ,35.28540039,40.17599869
1549,Bassel Al-Assad International Airport,Latakia,Syria,LTK,35.40110016,35.94869995
1550,Palmyra Airport,Palmyra,Syria,PMS,34.5574,38.316898
1551,Canton Island Airport,Canton Island,Kiribati,CIS,-2.76812005,-171.7100067
1552,Rota International Airport,Rota,Northern Mariana Islands,ROP,14.17430019,145.2429962
1553,Saipan International Airport,Saipan,Northern Mariana Islands,SPN,15.11900043,145.7290039
1554,Andersen Air Force Base,Andersen,Guam,UAM,13.584,144.929993
1555,Antonio B. Won Pat International Airport,Agana,Guam,GUM,13.48340034,144.7960052
1556,Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,14.99919987,145.6190033
1557,Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,7.064760208,171.2720032
1558,Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA,8.72012043,167.7319946
1559,Cassidy International Airport,Kiritimati,Kiribati,CXI,1.98616004,-157.3500061
1560,Henderson Field,Midway,Midway Islands,MDY,28.20170021,-177.3809967
1561,Chuuk International Airport,Chuuk,Micronesia,TKK,7.461870193,151.8430023
1562,Pohnpei International Airport,Pohnpei,Micronesia,PNI,6.985099792,158.2089996
1563,Babelthuap Airport,Babelthuap,Palau,ROR,7.367650032,134.5440063
1564,Kosrae International Airport,Kosrae,Micronesia,KSA,5.35698,162.957993
1565,Yap International Airport,Yap,Micronesia,YAP,9.49891,138.082993
1566,Kinmen Airport,Kinmen,Taiwan,KNH,24.42790031,118.3590012
1567,Taitung Airport,Fengnin,Taiwan,TTT,22.75499916,121.1019974
1568,Lyudao Airport,Green Island,Taiwan,GNI,22.6739006,121.4660034
1569,Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,22.57710075,120.3499985
1570,Chiayi Airport,Chiayi,Taiwan,CYI,23.46179962,120.3929977
1571,Lanyu Airport,Lanyu,Taiwan,KYD,22.02700043,121.5350037
1572,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,24.26469994,120.6210022
1573,Tainan Airport,Tainan,Taiwan,TNN,22.9503994,120.2060013
1574,Makung Airport,Makung,Taiwan,MZG,23.56870079,119.6279984
1575,Pingtung North Airport,Pingtung,Taiwan,PIF,22.70019913,120.4820023
1576,Taipei Songshan Airport,Taipei,Taiwan,TSA,25.06940079,121.552002
1577,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,25.0777,121.233002
1578,Wang-an Airport,Wang An,Taiwan,WOT,23.36737251,119.5027771
1579,Hualien Airport,Hualien,Taiwan,HUN,24.0230999,121.6179962
1580,Narita International Airport,Tokyo,Japan,NRT,35.76470184,140.3860016
1581,Matsumoto Airport,Matsumoto,Japan,MMJ,36.16680145,137.9230042
1582,Hyakuri Airport,Ibaraki,Japan,IBR,36.18109894,140.4149933
1583,Iwo Jima Airport,Iwojima,Japan,IWO,24.7840004,141.322998
1584,Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM,33.66220093,135.3639984
1585,Tokachi-Obihiro Airport,Obihiro,Japan,OBO,42.73329926,143.2169952
1586,New Chitose Airport,Sapporo,Japan,CTS,42.77519989,141.6920013
1587,Hakodate Airport,Hakodate,Japan,HKD,41.77000046,140.8220062
1588,Chitose Air Base,Chitose,Japan,SPK,42.79449844,141.6660004
1589,Memanbetsu Airport,Memanbetsu,Japan,MMB,43.88059998,144.1640015
1590,Nakashibetsu Airport,Nakashibetsu,Japan,SHB,43.57749939,144.9600067
1591,Wakkanai Airport,Wakkanai,Japan,WKJ,45.40420151,141.8009949
1592,Iki Airport,Iki,Japan,IKI,33.74900055,129.7850037
1593,Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ,33.93000031,131.279007
1594,Tsushima Airport,Tsushima,Japan,TSJ,34.28490067,129.3309937
1595,Monbetsu Airport,Monbetsu,Japan,MBE,44.30390167,143.404007
1596,Asahikawa Airport,Asahikawa,Japan,AKJ,43.67079926,142.4470062
1597,Okushiri Airport,Okushiri,Japan,OIR,42.07170105,139.4329987
1598,Rishiri Airport,Rishiri Island,Japan,RIS,45.24200058,141.1860046
1599,Yakushima Airport,Yakushima,Japan,KUM,30.38559914,130.6589966
1600,Fukue Airport,Fukue,Japan,FUJ,32.66630173,128.8329926
1601,Fukuoka Airport,Fukuoka,Japan,FUK,33.58589935,130.451004
1602,New Tanegashima Airport,Tanegashima,Japan,TNE,30.60510063,130.9909973
1603,Kagoshima Airport,Kagoshima,Japan,KOJ,31.80340004,130.7189941
1604,Miyazaki Airport,Miyazaki,Japan,KMI,31.87719917,131.4490051
1605,Oita Airport,Oita,Japan,OIT,33.47940063,131.7369995
1606,Kitakyūshū Airport,Kitakyushu,Japan,KKJ,33.84590149,131.0350037
1607,Kumamoto Airport,Kumamoto,Japan,KMJ,32.83729935,130.8549957
1608,Nagasaki Airport,Nagasaki,Japan,NGS,32.91690063,129.9140015
1609,Amami Airport,Amami,Japan,ASJ,28.43059921,129.7129974
1610,Tokunoshima Airport,Tokunoshima,Japan,TKN,27.83639908,128.8809967
1611,Komatsu Airport,Kanazawa,Japan,KMQ,36.39459991,136.4069977
1612,Oki Airport,Oki Island,Japan,OKI,36.18109894,133.3249969
1613,Toyama Airport,Toyama,Japan,TOY,36.64830017,137.1880035
1614,Hiroshima Airport,Hiroshima,Japan,HIJ,34.43610001,132.9190063
1615,Okayama Airport,Okayama,Japan,OKJ,34.75690079,133.8549957
1616,Izumo Airport,Izumo,Japan,IZO,35.41360092,132.8899994
1617,Miho Yonago Airport,Miho,Japan,YGJ,35.49219894,133.2359924
1618,Kōchi Ryōma Airport,Kochi,Japan,KCZ,33.54610062,133.6690063
1619,Matsuyama Airport,Matsuyama,Japan,MYJ,33.82720184,132.6999969
1620,Osaka International Airport,Osaka,Japan,ITM,34.78549957,135.4380035
1621,Tottori Airport,Tottori,Japan,TTJ,35.53010178,134.1670074
1622,Tokushima Airport,Tokushima,Japan,TKS,34.13280106,134.6069946
1623,Takamatsu Airport,Takamatsu,Japan,TAK,34.21419907,134.0160065
1624,Aomori Airport,Aomori,Japan,AOJ,40.73469925,140.6909943
1625,Yamagata Airport,Yamagata,Japan,GAJ,38.41189957,140.3710022
1626,Sado Airport,Sado,Japan,SDS,38.06019974,138.4140015
1627,Hanamaki Airport,Hanamaki,Japan,HNA,39.42860031,141.1349945
1628,Akita Airport,Akita,Japan,AXT,39.61560059,140.2189941
1629,Misawa Air Base,Misawa,Japan,MSJ,40.70320129,141.3679962
1630,Sendai Airport,Sendai,Japan,SDJ,38.13970184,140.9170074
1631,Hachijojima Airport,Hachijojima,Japan,HAC,33.11500168,139.7859955
1632,Oshima Airport,Oshima,Japan,OIM,34.7820015,139.3600006
1633,Tokyo Haneda International Airport,Tokyo,Japan,HND,35.552299,139.779999
1634,Yokota Air Base,Yokota,Japan,OKO,35.74850082,139.3480072
1635,Gwangju Airport,Kwangju,South Korea,KWJ,35.12639999,126.8089981
1636,Jeon Ju Airport,Jhunju,South Korea,CHN,35.8783989,127.1200027
1637,Yeosu Airport,Yeosu,South Korea,RSU,34.84230042,127.6169968
1638,Sokcho Airport,Sokch'o,South Korea,SHO,38.14260101,128.598999
1639,Gangneung Airport,Kangnung,South Korea,KAG,37.75360107,128.9440002
1640,Jeju International Airport,Cheju,South Korea,CJU,33.51129913,126.4929962
1641,Gimhae International Airport,Busan,South Korea,PUS,35.17950058,128.9380035
1642,Ulsan Airport,Ulsan,South Korea,USN,35.59349823,129.352005
1643,Seoul Air Base,Seoul East,South Korea,SSN,37.44580078,127.1139984
1644,Osan Air Base,Osan,South Korea,OSN,37.090599,127.029999
1645,Gimpo International Airport,Seoul,South Korea,GMP,37.55830002,126.7910004
1646,Suwon Airport,Suwon,South Korea,SWU,37.23939896,127.0070038
1647,Pohang Airport,Pohang,South Korea,KPO,35.98789978,129.4199982
1648,Daegu Airport,Taegu,South Korea,TAE,35.89410019,128.6589966
1649,Yecheon Airport,Yechon,South Korea,YEC,36.63190079,128.3549957
1650,Naha Airport,Okinawa,Japan,OKA,26.19580078,127.6460037
1651,Kadena Air Base,Kadena,Japan,DNA,26.3556,127.767998
1652,Ishigaki Airport,Ishigaki,Japan,ISG,24.34449959,124.1869965
1653,Kumejima Airport,Kumejima,Japan,UEO,26.3635006,126.7139969
1654,Minami-Daito Airport,Minami Daito,Japan,MMD,25.8465004,131.2630005
1655,Miyako Airport,Miyako,Japan,MMY,24.78280067,125.2949982
1656,Kitadaito Airport,Kitadaito,Japan,KTD,25.94470024,131.3269959
1657,Shimojishima Airport,Shimojishima,Japan,SHI,24.82670021,125.1449966
1658,Yoron Airport,Yoron,Japan,RNJ,27.04400063,128.4019928
1659,Yonaguni Airport,Yonaguni Jima,Japan,OGN,24.46689987,122.9779968
1660,Ninoy Aquino International Airport,Manila,Philippines,MNL,14.5086,121.019997
1661,Awang Airport,Cotabato,Philippines,CBO,7.165239811,124.2099991
1662,Cagayan De Oro Airport,Ladag,Philippines,CGY,8.41562,124.611
1663,Pagadian Airport,Pagadian,Philippines,PAG,7.830731448,123.4611797
1664,General Santos International Airport,Romblon,Philippines,GES,6.058000088,125.0960007
1665,Zamboanga International Airport,Zamboanga,Philippines,ZAM,6.922420025,122.0599976
1666,Loakan Airport,Baguio,Philippines,BAG,16.37509918,120.6200027
1667,San Jose Airport,San Jose,Philippines,SJI,12.36149979,121.0469971
1668,Daniel Z. Romualdez Airport,Tacloban,Philippines,TAC,11.2276001,125.0279999
1669,Bacolod-Silay City International Airport,Bacolod,Philippines,BCD,10.7764,123.014999
1670,Sibulan Airport,Dumaguete,Philippines,DGT,9.333709717,123.3000031
1671,Godofredo P. Ramos Airport,Caticlan,Philippines,MPH,11.9245,121.954002
1672,Iloilo International Airport,Iloilo,Philippines,ILO,10.833017,122.493358
1673,Kalibo International Airport,Kalibo,Philippines,KLO,11.67940044,122.3759995
1674,Puerto Princesa Airport,Puerto Princesa,Philippines,PPS,9.742119789,118.7590027
1675,Comodoro Pierrestegui Airport,Concordia,Argentina,COC,-31.2969,-57.9966
1676,Gualeguaychu Airport,Gualeguaychu,Argentina,GHU,-33.0103,-58.6131
1677,General Urquiza Airport,Parana,Argentina,PRA,-31.7948,-60.4804
1678,Islas Malvinas Airport,Rosario,Argentina,ROS,-32.9036,-60.785
1679,Sauce Viejo Airport,Santa Fe,Argentina,SFN,-31.7117,-60.8117
1680,Jorge Newbery Airpark,Buenos Aires,Argentina,AEP,-34.5592,-58.4156
1681,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,-31.32360077,-64.20800018
1682,La Plata Airport,La Plata,Argentina,LPG,-34.9722,-57.8947
1683,El Plumerillo Airport,Mendoza,Argentina,MDZ,-32.83169937,-68.79290009
1684,Comodoro D.R. Salomón Airport,Malargue,Argentina,LGS,-35.49359894,-69.57430267
1685,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AFA,-34.588299,-68.4039
1686,Catamarca Airport,Catamarca,Argentina,CTC,-28.59560013,-65.75170136
1687,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,SDE,-27.76555634,-64.30999756
1688,Capitan V A Almonacid Airport,La Rioja,Argentina,IRJ,-29.38159943,-66.79579926
1689,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,-26.8409,-65.104897
1690,Domingo Faustino Sarmiento Airport,San Julian,Argentina,UAQ,-31.571501,-68.418198
1691,Area De Material Airport,Rio Cuarto,Argentina,RCU,-33.08509827,-64.26129913
1692,Villa Dolores Airport,Villa Dolores,Argentina,VDR,-31.94519997,-65.14630127
1693,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,LUQ,-33.27320099,-66.35639954
1694,Corrientes Airport,Corrientes,Argentina,CNQ,-27.4455,-58.7619
1695,Resistencia International Airport,Resistencia,Argentina,RES,-27.45,-59.0561
1696,Formosa Airport,Formosa,Argentina,FMA,-26.2127,-58.2281
1697,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,IGR,-25.73730087,-54.47340012
1698,Paso De Los Libres Airport,Paso De Los Libres,Argentina,AOL,-29.6894,-57.1521
1699,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,PSS,-27.3858,-55.9707
1700,Martin Miguel De Guemes International Airport,Salta,Argentina,SLA,-24.8560009,-65.48619843
1701,Gobernador Horacio Guzman International Airport,Jujuy,Argentina,JUJ,-24.39279938,-65.09780121
1702,Orán Airport,Oran,Argentina,ORA,-23.15279961,-64.32920074
1703,El Bolson Airport,El Bolson,Argentina,EHL,-41.94319916,-71.53230286
1704,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,-45.7853,-67.4655
1705,Brigadier Antonio Parodi Airport,Esquel,Argentina,EQS,-42.90800095,-71.13950348
1706,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,-43.2105,-65.2703
1707,Gobernador Castello Airport,Viedma,Argentina,VDM,-40.8692,-63.0004
1708,El Tehuelche Airport,Puerto Madryn,Argentina,PMY,-42.7592,-65.1027
1709,Puerto Deseado Airport,Puerto Deseado,Argentina,PUD,-47.7353,-65.9041
1710,Hermes Quijada International Airport,Rio Grande,Argentina,RGA,-53.7777,-67.7494
1711,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,RGL,-51.6089,-69.3126
1712,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,-54.8433,-68.2958
1713,Capitan D Daniel Vazquez Airport,San Julian,Argentina,ULA,-49.3068,-67.8026
1714,Perito Moreno Airport,Perito Moreno,Argentina,PMQ,-46.53789902,-70.97869873
1715,Santa Cruz Airport,Santa Cruz,Argentina,RZA,-50.0165,-68.5792
1716,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,-38.725,-62.1693
1717,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,-37.9342,-57.5733
1718,Presidente Peron Airport,Neuquen,Argentina,NQN,-38.94900131,-68.15570068
1719,Santa Rosa Airport,Santa Rosa,Argentina,RSA,-36.588299,-64.275703
1720,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,-41.15119934,-71.15750122
1721,Héroes De Malvinas Airport,Tandil,Argentina,TDL,-37.23740005,-59.22790146
1722,Villa Gesell Airport,Villa Gesell,Argentina,VLG,-37.2354,-57.0292
1723,Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC,-40.07540131,-71.13729858
1724,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,CDJ,-8.348349571,-49.30149841
1725,Araraquara Airport,Araracuara,Brazil,AQA,-21.81200027,-48.13299942
1726,Santa Maria Airport,Aracaju,Brazil,AJU,-10.98400021,-37.07030106
1727,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL,-9.866389275,-56.10499954
1728,Araçatuba Airport,Aracatuba,Brazil,ARU,-21.1413002,-50.42470169
1729,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,-1.37925005,-48.47629929
1730,Comandante Gustavo Kraemer Airport,Bage,Brazil,BGX,-31.39049911,-54.11220169
1731,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,PLU,-19.8512001,-43.95059967
1732,Bacacheri Airport,Curitiba,Brazil,BFH,-25.40509987,-49.23199844
1733,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,-15.86916733,-47.92083359
1734,Bauru Airport,Bauru,Brazil,BAU,-22.34499931,-49.05379868
1735,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,2.841388941,-60.6922226
1736,Cascavel Airport,Cascavel,Brazil,CAC,-25.00029945,-53.50080109
1737,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,-19.62444305,-43.9719429
1738,Campo Grande Airport,Campo Grande,Brazil,CGR,-20.46870041,-54.67250061
1739,Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,-27.13419914,-52.65660095
1740,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,CLN,-7.320439816,-47.45869827
1741,Diomício Freitas Airport,Criciuma,Brazil,CCM,-28.72444344,-49.42139053
1742,Bartolomeu Lisandro Airport,Campos,Brazil,CAW,-21.69829941,-41.30170059
1743,Corumbá International Airport,Corumba,Brazil,CMG,-19.01194382,-57.67139053
1744,Afonso Pena Airport,Curitiba,Brazil,CWB,-25.5284996,-49.17580032
1745,Caravelas Airport,Caravelas,Brazil,CRQ,-17.65229988,-39.25310135
1746,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ,-29.19709969,-51.1875
1747,Marechal Rondon Airport,Cuiaba,Brazil,CGB,-15.65289974,-56.11669922
1748,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,CZS,-7.599909782,-72.76950073
1749,Presidente Prudente Airport,President Prudente,Brazil,PPB,-22.17510033,-51.42459869
1750,Eduardo Gomes International Airport,Manaus,Brazil,MAO,-3.038609982,-60.04970169
1751,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,-25.60027885,-54.48500061
1752,Hercílio Luz International Airport,Florianopolis,Brazil,FLN,-27.67027855,-48.55250168
1753,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,FEN,-3.854929924,-32.4233017
1754,Pinto Martins International Airport,Fortaleza,Brazil,FOR,-3.776279926,-38.5326004
1755,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,-22.80999947,-43.25055695
1756,Santa Genoveva Airport,Goiania,Brazil,GYN,-16.63199997,-49.22069931
1757,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,-23.43555641,-46.47305679
1758,Altamira Airport,Altamira,Brazil,ATM,-3.253910065,-52.25400162
1759,Itaituba Airport,Itaituba,Brazil,ITB,-4.242340088,-56.0007019
1760,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,-14.81599998,-39.03319931
1761,Usiminas Airport,Ipatinga,Brazil,IPN,-19.47069931,-42.48759842
1762,Prefeito Renato Moreira Airport,Imperatriz,Brazil,IMP,-5.531290054,-47.45999908
1763,Francisco de Assis Airport,Juiz De Fora,Brazil,JDF,-21.79150009,-43.38679886
1764,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,-7.145833015,-34.94861221
1765,Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI,-26.22450066,-48.79740143
